CompositeKey,Project,MethodIndex,MethodName,MethodLength,EditDensity,AveUseDefDist,AveUseDefDist/MethodLength,MedDefUseDist,MedUseDefDist/MethodLength,CountLine,CompiledLine,PassedLine,CountStat,CompiledStat,PassedStat,PropLineCompiled,PropLinePassed,PropStatCompiled,PropStatPassed,cyclomatic,ncss,npath,cyc/length,ncss/length,npath/length,InstCoverage-missed,InstCoverage-covered,InstCoverage
mybatis-3228,mybatis-3,228,"org.apache.ibatis.cache.impl.PerpetualCache.putObject(Object,Object)",1,33,1,1,1,1,33,7,1,33,21,3,0.212121212,0.03030303,0.636363636,0.090909091,1,2,-1,1,2,-1,0,7,1
mybatis-3230,mybatis-3,230,org.apache.ibatis.mapping.ResultMap.getAutoMapping(),1,34,1,1,1,1,34,3,3,34,16,16,0.088235294,0.088235294,0.470588235,0.470588235,1,2,1,1,2,1,0,3,1
mybatis-3232,mybatis-3,232,"org.apache.ibatis.reflection.MetaObject.findProperty(String,boolean)",1,24,1,1,1,1,24,1,1,24,5,5,0.041666667,0.041666667,0.208333333,0.208333333,1,2,1,1,2,1,0,6,1
mybatis-3234,mybatis-3,234,org.apache.ibatis.scripting.defaults.RawSqlSource.getBoundSql(Object),1,20,1,1,1,1,20,2,2,20,13,13,0.1,0.1,0.65,0.65,1,2,1,1,2,1,0,5,1
mybatis-3240,mybatis-3,240,org.apache.ibatis.jdbc.ScriptRunner.setLogWriter(PrintWriter),1,21,1,1,1,1,21,6,6,21,13,13,0.285714286,0.285714286,0.619047619,0.619047619,1,2,-1,1,2,-1,0,4,1
mybatis-3243,mybatis-3,243,org.apache.ibatis.scripting.LanguageDriverRegistry.getDefaultDriver(),1,31,1,1,1,1,31,3,2,31,7,5,0.096774194,0.064516129,0.225806452,0.161290323,1,2,1,1,2,1,0,5,1
mybatis-3244,mybatis-3,244,org.apache.ibatis.cache.TransactionalCacheManager.getTransactionalCache(Cache),1,32,1,1,1,1,32,6,2,32,15,11,0.1875,0.0625,0.46875,0.34375,2,6,2,2,6,2,0,21,1
mybatis-3245,mybatis-3,245,org.apache.ibatis.logging.LogFactory.getLog(Class<?>),1,36,1,1,1,1,36,9,9,36,21,21,0.25,0.25,0.583333333,0.583333333,1,2,1,1,2,1,0,4,1
mybatis-3246,mybatis-3,246,"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.putAncestor(Object,String)",1,33,1,1,1,1,33,9,9,33,14,14,0.272727273,0.272727273,0.424242424,0.424242424,1,2,-1,1,2,-1,0,7,1
mybatis-3251,mybatis-3,251,"org.apache.ibatis.reflection.wrapper.BeanWrapper.findProperty(String,boolean)",1,37,1,1,1,1,37,7,7,37,12,12,0.189189189,0.189189189,0.324324324,0.324324324,1,2,1,1,2,1,0,6,1
mybatis-3253,mybatis-3,253,org.apache.ibatis.scripting.LanguageDriverRegistry.getDriver(Class<?>),1,28,1,1,1,1,28,3,3,28,15,13,0.107142857,0.107142857,0.535714286,0.464285714,1,2,1,1,2,1,0,6,1
mybatis-3254,mybatis-3,254,org.apache.ibatis.session.Configuration.setReturnInstanceForEmptyRow(boolean),1,36,1,1,1,1,36,5,5,36,20,19,0.138888889,0.138888889,0.555555556,0.527777778,1,2,-1,1,2,-1,0,4,1
mybatis-3259,mybatis-3,259,org.apache.ibatis.session.Configuration.isCallSettersOnNulls(),1,25,1,1,1,1,25,2,2,25,10,10,0.08,0.08,0.4,0.4,1,2,1,1,2,1,0,3,1
mybatis-3261,mybatis-3,261,"org.apache.ibatis.cache.decorators.TransactionalCache.putObject(Object,Object)",1,26,1,1,1,1,26,2,2,26,18,18,0.076923077,0.076923077,0.692307692,0.692307692,1,2,-1,1,2,-1,0,7,1
mybatis-3262,mybatis-3,262,org.apache.ibatis.builder.BaseBuilder.resolveAlias(String),1,16,1,1,1,1,16,3,3,16,8,8,0.1875,0.1875,0.5,0.5,1,2,1,1,2,1,0,5,1
mybatis-3264,mybatis-3,264,org.apache.ibatis.cache.CacheKey.hashCode(),1,32,1,1,1,1,32,7,7,32,12,12,0.21875,0.21875,0.375,0.375,1,2,1,1,2,1,0,3,1
mybatis-3268,mybatis-3,268,org.apache.ibatis.session.Configuration.getTypeAliasRegistry(),1,21,1,1,1,1,21,3,3,21,4,4,0.142857143,0.142857143,0.19047619,0.19047619,1,2,1,1,2,1,0,3,1
mybatis-3275,mybatis-3,275,org.apache.ibatis.executor.CachingExecutor.getTransaction(),1,33,1,1,1,1,33,9,9,33,16,16,0.272727273,0.272727273,0.484848485,0.484848485,1,2,1,1,2,1,0,4,1
mybatis-3278,mybatis-3,278,org.apache.ibatis.session.Configuration.getDefaultScriptingLanguageInstance(),1,27,1,1,1,1,27,5,5,27,11,10,0.185185185,0.185185185,0.407407407,0.37037037,1,2,1,1,2,1,0,4,1
mybatis-3279,mybatis-3,279,org.apache.ibatis.mapping.ResultMapping.getProperty(),1,37,1,1,1,1,37,8,8,37,13,13,0.216216216,0.216216216,0.351351351,0.351351351,1,2,1,1,2,1,0,3,1
mybatis-3280,mybatis-3,280,org.apache.ibatis.cache.impl.PerpetualCache.removeObject(Object),1,28,1,1,1,1,28,6,0,28,16,0,0.214285714,0,0.571428571,0,1,2,1,1,2,1,0,5,1
mybatis-3284,mybatis-3,284,org.apache.ibatis.mapping.MappedStatement.getStatementLog(),1,31,1,1,1,1,31,4,4,31,8,8,0.129032258,0.129032258,0.258064516,0.258064516,1,2,1,1,2,1,0,3,1
mybatis-3289,mybatis-3,289,org.apache.ibatis.session.Configuration.getLanguageRegistry(),1,29,1,1,1,1,29,2,2,29,9,9,0.068965517,0.068965517,0.310344828,0.310344828,1,2,1,1,2,1,0,3,1
mybatis-3298,mybatis-3,298,"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.buildSqlSourceFromStrings(String[],Class<?>,LanguageDriver)",1,36,1,1,1,1,36,4,4,36,13,12,0.111111111,0.111111111,0.361111111,0.333333333,2,6,2,2,6,2,0,37,1
mybatis-3301,mybatis-3,301,org.apache.ibatis.builder.MapperBuilderAssistant.getLanguageDriver(Class<?>),1,24,1,1,1,1,24,4,3,24,13,10,0.166666667,0.125,0.541666667,0.416666667,2,6,2,2,6,2,0,19,1
mybatis-3302,mybatis-3,302,"org.apache.ibatis.type.TypeHandlerRegistry.register(Class<?>,Class<?>)",1,29,1,1,1,1,29,12,12,29,18,15,0.413793103,0.413793103,0.620689655,0.517241379,1,2,-1,1,2,-1,0,8,1
mybatis-3306,mybatis-3,306,"org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(String,Object)",1,34,1,1,1,1,34,6,6,34,17,17,0.176470588,0.176470588,0.5,0.5,1,2,1,1,2,1,0,6,1
mybatis-3307,mybatis-3,307,"org.apache.ibatis.type.TypeHandlerRegistry.register(Class<T>,JdbcType,TypeHandler<?extendsT>)",1,35,1,1,1,1,35,8,8,35,22,20,0.228571429,0.228571429,0.628571429,0.571428571,1,2,-1,1,2,-1,0,6,1
mybatis-3308,mybatis-3,308,org.apache.ibatis.executor.loader.ResultLoaderMap.size(),1,28,1,1,1,1,28,4,4,28,10,8,0.142857143,0.142857143,0.357142857,0.285714286,1,2,1,1,2,1,0,4,1
mybatis-3311,mybatis-3,311,org.apache.ibatis.session.Configuration.addMapper(Class<T>),1,31,1,1,1,1,31,5,2,31,17,10,0.161290323,0.064516129,0.548387097,0.322580645,1,2,-1,1,2,-1,0,5,1
mybatis-3312,mybatis-3,312,org.apache.ibatis.mapping.ResultMapping.getResultSet(),1,26,1,1,1,1,26,2,2,26,7,6,0.076923077,0.076923077,0.269230769,0.230769231,1,2,1,1,2,1,0,3,1
mybatis-3313,mybatis-3,313,org.apache.ibatis.session.SqlSessionFactoryBuilder.build(Reader),1,31,1,1,1,1,31,1,1,31,7,7,0.032258065,0.032258065,0.225806452,0.225806452,1,2,1,1,2,1,0,6,1
mybatis-3314,mybatis-3,314,org.apache.ibatis.io.Resources.getResourceAsStream(String),1,32,1,1,1,1,32,4,4,32,13,11,0.125,0.125,0.40625,0.34375,1,2,1,1,2,1,0,4,1
mybatis-3315,mybatis-3,315,"org.apache.ibatis.type.TypeHandlerRegistry.register(Class<T>,TypeHandler<?extendsT>)",1,23,1,1,1,1,23,2,2,23,14,10,0.086956522,0.086956522,0.608695652,0.434782609,1,2,-1,1,2,-1,0,5,1
mybatis-3316,mybatis-3,316,org.apache.ibatis.session.Configuration.getResultMap(String),1,26,1,1,1,1,26,4,4,26,9,9,0.153846154,0.153846154,0.346153846,0.346153846,1,2,1,1,2,1,0,6,1
mybatis-3318,mybatis-3,318,org.apache.ibatis.reflection.MetaClass.hasDefaultConstructor(),1,34,1,1,1,1,34,3,3,34,9,9,0.088235294,0.088235294,0.264705882,0.264705882,1,2,1,1,2,1,0,4,1
mybatis-3320,mybatis-3,320,org.apache.ibatis.cache.decorators.LruCache.getId(),1,38,1,1,1,1,38,7,7,38,19,17,0.184210526,0.184210526,0.5,0.447368421,1,2,1,1,2,1,0,4,1
mybatis-3321,mybatis-3,321,org.apache.ibatis.session.Configuration.addInterceptor(Interceptor),1,46,1,1,1,1,46,7,7,46,26,26,0.152173913,0.152173913,0.565217391,0.565217391,1,2,-1,1,2,-1,0,5,1
mybatis-337,mybatis-3,37,org.apache.ibatis.session.SqlSessionFactoryBuilder.build(Configuration),1,30,1,1,1,1,30,1,1,30,6,6,0.033333333,0.033333333,0.2,0.2,1,2,1,1,2,1,0,5,1
mybatis-354,mybatis-3,54,"org.apache.ibatis.scripting.xmltags.XMLLanguageDriver.createParameterHandler(MappedStatement,Object,BoundSql)",1,29,1,1,1,1,29,2,2,29,8,8,0.068965517,0.068965517,0.275862069,0.275862069,1,2,1,1,2,1,0,7,1
mybatis-360,mybatis-3,60,org.apache.ibatis.reflection.Reflector.isValidPropertyName(String),1,25,1,1,1,1,25,3,3,25,8,8,0.12,0.12,0.32,0.32,3,2,2,3,2,2,0,16,1
mybatis-363,mybatis-3,63,org.apache.ibatis.jdbc.ScriptRunner.lineIsComment(String),1,28,1,1,1,1,28,4,4,28,9,9,0.142857143,0.142857143,0.321428571,0.321428571,2,2,1,2,2,1,0,12,1
mybatis-370,mybatis-3,70,org.apache.ibatis.parsing.XNode.getStringAttribute(String),1,37,1,1,1,1,37,1,1,37,12,12,0.027027027,0.027027027,0.324324324,0.324324324,1,2,1,1,2,1,0,5,1
mybatis-388,mybatis-3,88,org.apache.ibatis.parsing.XNode.getName(),1,33,1,1,1,1,33,2,1,33,9,9,0.060606061,0.03030303,0.272727273,0.272727273,1,2,1,1,2,1,0,3,1
opennlp1,opennlp,1,"opennlp.tools.ml.maxent.GISModel.eval(int[],double[],EvalParameters)",1,55,1,1,1,1,55,2,2,55,14,13,0.036363636,0.036363636,0.254545455,0.236363636,1,2,1,1,2,1,0,6,1
opennlp100,opennlp,100,opennlp.tools.parser.Parse.getChildren(),1,54,1,1,1,1,54,4,4,54,26,19,0.074074074,0.074074074,0.481481481,0.351851852,1,2,1,1,2,1,0,9,1
opennlp106,opennlp,106,"opennlp.tools.postag.DefaultPOSContextGenerator.getContext(int,String[],String[],Object[])",1,58,1,1,1,1,58,8,8,58,22,22,0.137931034,0.137931034,0.379310345,0.379310345,1,2,1,1,2,1,0,6,1
opennlp114,opennlp,114,"opennlp.tools.ml.model.MutableContext.updateParameter(int,double)",1,38,1,1,1,1,38,5,2,38,18,15,0.131578947,0.052631579,0.473684211,0.394736842,1,2,-1,1,2,-1,0,9,1
opennlp117,opennlp,117,opennlp.tools.ml.model.Context.getOutcomes(),1,43,1,1,1,1,43,11,11,43,19,19,0.255813953,0.255813953,0.441860465,0.441860465,1,2,1,1,2,1,0,3,1
opennlp118,opennlp,118,opennlp.tools.namefind.NameSample.getSentence(),1,40,1,1,1,1,40,5,5,40,15,15,0.125,0.125,0.375,0.375,1,2,1,1,2,1,0,9,1
opennlp125,opennlp,125,"opennlp.tools.ml.maxent.quasinewton.QNModel.eval(String[],double[])",1,52,1,1,1,1,52,4,4,52,16,15,0.076923077,0.076923077,0.307692308,0.288461538,1,2,1,1,2,1,0,6,1
opennlp128,opennlp,128,opennlp.tools.ml.model.Event.getOutcome(),1,52,1,1,1,1,52,4,4,52,21,19,0.076923077,0.076923077,0.403846154,0.365384615,1,2,1,1,2,1,0,3,1
opennlp129,opennlp,129,opennlp.tools.util.StringList.hashCode(),1,48,1,1,1,1,48,1,0,48,5,5,0.020833333,0,0.104166667,0.104166667,3,22,3,3,22,3,0,75,1
opennlp135,opennlp,135,opennlp.tools.util.featuregen.StringPattern.digits(),1,52,1,1,1,1,52,2,2,52,17,17,0.038461538,0.038461538,0.326923077,0.326923077,1,2,1,1,2,1,0,3,1
opennlp136,opennlp,136,opennlp.tools.ml.model.AbstractModel.getOutcome(int),1,56,1,1,1,1,56,4,4,56,18,18,0.071428571,0.071428571,0.321428571,0.321428571,1,2,1,1,2,1,0,5,1
opennlp138,opennlp,138,opennlp.tools.ml.maxent.quasinewton.QNModel.getPredIndex(String),1,41,1,1,1,1,41,3,3,41,14,14,0.073170732,0.073170732,0.341463415,0.341463415,1,2,1,1,2,1,0,6,1
opennlp140,opennlp,140,opennlp.tools.util.Span.getEnd(),1,56,1,1,1,1,56,5,4,56,17,14,0.089285714,0.071428571,0.303571429,0.25,1,2,1,1,2,1,0,3,1
opennlp144,opennlp,144,opennlp.tools.util.StringList.size(),1,48,1,1,1,1,48,4,3,48,20,19,0.083333333,0.0625,0.416666667,0.395833333,1,2,1,1,2,1,0,4,1
opennlp146,opennlp,146,opennlp.tools.lemmatizer.LemmaSample.getTags(),1,51,1,1,1,1,51,4,4,51,23,23,0.078431373,0.078431373,0.450980392,0.450980392,1,2,1,1,2,1,0,9,1
opennlp154,opennlp,154,opennlp.tools.ml.model.EvalParameters.getParams(),1,46,1,1,1,1,46,4,3,46,18,18,0.086956522,0.065217391,0.391304348,0.391304348,1,2,1,1,2,1,0,3,1
opennlp159,opennlp,159,opennlp.tools.util.Span.getType(),1,44,1,1,1,1,44,4,4,44,16,16,0.090909091,0.090909091,0.363636364,0.363636364,1,2,1,1,2,1,0,3,1
opennlp162,opennlp,162,opennlp.tools.ngram.NGramModel.contains(StringList),1,53,1,1,1,1,53,3,3,53,17,16,0.056603774,0.056603774,0.320754717,0.301886792,1,2,1,1,2,1,0,5,1
opennlp168,opennlp,168,opennlp.tools.dictionary.Dictionary.contains(StringList),1,54,1,1,1,1,54,8,8,54,23,23,0.148148148,0.148148148,0.425925926,0.425925926,1,2,1,1,2,1,0,10,1
opennlp169,opennlp,169,opennlp.tools.ml.model.AbstractModelReader.readUTF(),1,62,1,1,1,1,62,2,2,62,19,17,0.032258065,0.032258065,0.306451613,0.274193548,1,2,1,1,2,1,0,4,1
opennlp171,opennlp,171,opennlp.tools.parser.Parse.hashCode(),1,46,1,1,1,1,46,9,8,46,14,12,0.195652174,0.173913043,0.304347826,0.260869565,1,5,1,1,5,1,0,20,1
opennlp190,opennlp,190,opennlp.tools.ml.model.Context.getParameters(),1,61,1,1,1,1,61,4,4,61,30,30,0.06557377,0.06557377,0.491803279,0.491803279,1,2,1,1,2,1,0,3,1
opennlp193,opennlp,193,opennlp.tools.cmdline.ArgumentParser.createUsage(Class<T>),1,41,1,1,1,1,41,8,8,41,18,18,0.195121951,0.195121951,0.43902439,0.43902439,1,2,1,1,2,1,0,8,1
opennlp199,opennlp,199,"opennlp.tools.util.featuregen.OutcomePriorFeatureGenerator.createFeatures(List<String>,String[],int,String[])",1,46,1,1,1,1,46,6,6,46,38,38,0.130434783,0.130434783,0.826086957,0.826086957,1,2,-1,1,2,-1,0,5,1
opennlp201,opennlp,201,opennlp.tools.parser.Parse.getProb(),1,39,1,1,1,1,39,5,3,39,16,13,0.128205128,0.076923077,0.41025641,0.333333333,1,2,1,1,2,1,0,3,1
opennlp203,opennlp,203,opennlp.tools.parser.Parse.getType(),1,51,1,1,1,1,51,6,6,51,19,19,0.117647059,0.117647059,0.37254902,0.37254902,1,2,1,1,2,1,0,3,1
opennlp31,opennlp,31,opennlp.tools.util.AbstractObjectStream.read(),1,47,1,1,1,1,47,5,5,47,16,13,0.106382979,0.106382979,0.340425532,0.276595745,1,2,1,1,2,1,0,4,1
opennlp41,opennlp,41,opennlp.tools.postag.POSSample.getSentence(),1,56,1,1,1,1,56,8,7,56,22,18,0.142857143,0.125,0.392857143,0.321428571,1,2,1,1,2,1,0,9,1
opennlp42,opennlp,42,opennlp.tools.ml.maxent.quasinewton.ArrayMath.maxIdx(double[]),1,54,1,1,1,1,54,5,0,54,10,0,0.092592593,0,0.185185185,0,5,8,9,5,8,9,5,27,0.84375
opennlp56,opennlp,56,opennlp.tools.ml.naivebayes.NaiveBayesModel.eval(String[]),1,53,1,1,1,1,53,7,7,53,12,12,0.132075472,0.132075472,0.226415094,0.226415094,1,2,1,1,2,1,0,8,1
opennlp64,opennlp,64,opennlp.tools.ml.model.Event.getContext(),1,47,1,1,1,1,47,4,4,47,20,20,0.085106383,0.085106383,0.425531915,0.425531915,1,2,1,1,2,1,0,3,1
opennlp69,opennlp,69,"opennlp.tools.ml.model.MutableContext.setParameter(int,double)",1,41,1,1,1,1,41,11,10,41,27,25,0.268292683,0.243902439,0.658536585,0.609756098,1,2,-1,1,2,-1,0,6,1
opennlp70,opennlp,70,opennlp.tools.doccat.DocumentSample.getText(),1,51,1,1,1,1,51,7,5,51,12,12,0.137254902,0.098039216,0.235294118,0.235294118,1,2,1,1,2,1,0,9,1
opennlp73,opennlp,73,opennlp.tools.util.Span.getStart(),1,52,1,1,1,1,52,9,9,52,21,21,0.173076923,0.173076923,0.403846154,0.403846154,1,2,1,1,2,1,0,3,1
opennlp76,opennlp,76,opennlp.tools.ml.model.HashSumEventStream.calculateHashSum(),1,57,1,1,1,1,57,6,6,57,17,17,0.105263158,0.105263158,0.298245614,0.298245614,1,2,1,1,2,1,0,8,1
opennlp77,opennlp,77,opennlp.tools.ml.maxent.io.BinaryGISModelWriter.writeDouble(double),1,50,1,1,1,1,50,7,6,50,24,17,0.14,0.12,0.48,0.34,1,2,-1,1,2,-1,0,5,1
opennlp79,opennlp,79,opennlp.tools.ml.maxent.io.BinaryGISModelWriter.writeUTF(String),1,49,1,1,1,1,49,10,6,49,26,15,0.204081633,0.12244898,0.530612245,0.306122449,1,2,-1,1,2,-1,0,5,1
opennlp88,opennlp,88,opennlp.tools.ml.model.EvalParameters.getNumOutcomes(),1,55,1,1,1,1,55,7,7,55,21,21,0.127272727,0.127272727,0.381818182,0.381818182,1,2,1,1,2,1,0,3,1
opennlp96,opennlp,96,"opennlp.tools.ml.maxent.GISModel.eval(String[],double[])",1,50,1,1,1,1,50,9,9,50,24,24,0.18,0.18,0.48,0.48,1,2,1,1,2,1,0,6,1
spark20,spark,20,spark.staticfiles.StaticFilesFolder.localConfiguredTo(String),1,186,1,1,1,1,186,35,0,186,110,0,0.188172043,0,0.591397849,0,1,2,-1,1,2,-1,0,4,1
spark23,spark,23,spark.embeddedserver.jetty.EmbeddedJettyServer.join(),1,191,1,1,1,1,191,43,0,191,106,0,0.22513089,0,0.554973822,0,1,2,-1,1,2,-1,0,4,1
spark26,spark,26,"spark.Routable.get(String,Route)",1,189,1,1,1,1,189,29,1,189,85,4,0.153439153,0.005291005,0.44973545,0.021164021,1,2,-1,1,2,-1,0,7,1
spark29,spark,29,spark.http.matching.RequestWrapper.changeMatch(RouteMatch),1,181,1,1,1,1,181,43,43,181,93,93,0.237569061,0.237569061,0.513812155,0.513812155,1,2,-1,1,2,-1,0,5,1
spark31,spark,31,"spark.TemplateViewRouteImpl.create(String,String,TemplateViewRoute,TemplateEngine)",1,165,1,1,1,1,165,17,17,165,40,37,0.103030303,0.103030303,0.242424242,0.224242424,1,6,1,1,6,1,0,9,1
spark41,spark,41,"spark.ExceptionMapper.map(Class<?extendsException>,ExceptionHandlerImpl)",1,167,1,1,1,1,167,40,40,167,106,106,0.239520958,0.239520958,0.634730539,0.634730539,1,2,-1,1,2,-1,0,7,1
spark42,spark,42,spark.resource.ExternalResource.getDescription(),1,171,1,1,1,1,171,23,23,171,65,65,0.134502924,0.134502924,0.380116959,0.380116959,1,2,1,1,2,1,0,13,1
spark43,spark,43,spark.http.matching.RouteContext.acceptType(),1,161,1,1,1,1,161,22,22,161,65,65,0.136645963,0.136645963,0.403726708,0.403726708,1,2,1,1,2,1,0,3,1
spark50,spark,50,spark.route.Routes.routeWithGivenAcceptType(String),1,190,1,1,1,1,190,27,27,190,74,71,0.142105263,0.142105263,0.389473684,0.373684211,1,2,1,1,2,1,0,8,1
spark56,spark,56,spark.utils.SparkUtils.isParam(String),1,198,1,1,1,1,198,19,19,198,83,83,0.095959596,0.095959596,0.419191919,0.419191919,1,2,1,1,2,1,0,4,1
spark8,spark,8,spark.Service.getPaths(),1,210,1,1,1,1,210,24,0,210,76,0,0.114285714,0,0.361904762,0,1,2,1,1,2,1,0,8,1
spatial4j14,spatial4j,14,org.locationtech.spatial4j.shape.impl.RectangleImpl.isEmpty(),1,142,1,1,1,1,142,22,22,142,48,47,0.154929577,0.154929577,0.338028169,0.330985915,1,2,1,1,2,1,0,4,1
spatial4j21,spatial4j,21,"org.locationtech.spatial4j.distance.GeodesicSphereDistCalc.distance(Point,double,double)",1,124,1,1,1,1,124,16,16,124,37,34,0.129032258,0.129032258,0.298387097,0.274193548,1,2,1,1,2,1,0,14,1
spatial4j24,spatial4j,24,org.locationtech.spatial4j.shape.SpatialRelation.intersects(),1,132,1,1,1,1,132,14,14,132,49,49,0.106060606,0.106060606,0.371212121,0.371212121,1,2,1,1,2,1,0,7,1
spatial4j3,spatial4j,3,org.locationtech.spatial4j.io.WKTReader.newState(String),1,126,1,1,1,1,126,11,11,126,49,49,0.087301587,0.087301587,0.388888889,0.388888889,1,2,1,1,2,1,0,6,1
spatial4j30,spatial4j,30,org.locationtech.spatial4j.shape.jts.JtsPoint.getY(),1,117,1,1,1,1,117,20,19,117,53,50,0.170940171,0.162393162,0.452991453,0.427350427,2,2,2,2,2,2,0,9,1
spatial4j34,spatial4j,34,"org.locationtech.spatial4j.shape.impl.ShapeFactoryImpl.lineString(List<Point>,double)",1,133,1,1,1,1,133,17,17,133,47,47,0.127819549,0.127819549,0.353383459,0.353383459,1,2,1,1,2,1,0,11,1
spatial4j35,spatial4j,35,org.locationtech.spatial4j.context.SpatialContextFactory.newSpatialContext(),1,144,1,1,1,1,144,24,22,144,64,62,0.166666667,0.152777778,0.444444444,0.430555556,1,2,1,1,2,1,0,5,1
spatial4j37,spatial4j,37,org.locationtech.spatial4j.shape.impl.ShapeFactoryImpl.multiShape(List<S>),1,136,1,1,1,1,136,24,24,136,40,40,0.176470588,0.176470588,0.294117647,0.294117647,1,2,1,1,2,1,0,7,1
spatial4j38,spatial4j,38,org.locationtech.spatial4j.shape.impl.PointImpl.equals(Object),1,149,1,1,1,1,149,15,15,149,54,50,0.100671141,0.100671141,0.362416107,0.33557047,1,2,1,1,2,1,0,4,1
spatial4j39,spatial4j,39,org.locationtech.spatial4j.shape.jts.JtsShapeFactory.polygon(),1,132,1,1,1,1,132,17,17,132,41,41,0.128787879,0.128787879,0.310606061,0.310606061,1,2,1,1,2,1,0,6,1
spatial4j4,spatial4j,4,org.locationtech.spatial4j.shape.impl.RectangleImpl.getMinY(),1,125,1,1,1,1,125,15,14,125,41,39,0.12,0.112,0.328,0.312,1,2,1,1,2,1,0,3,1
spatial4j41,spatial4j,41,org.locationtech.spatial4j.shape.impl.PointImpl.isEmpty(),1,133,1,1,1,1,133,22,22,133,45,43,0.165413534,0.165413534,0.338345865,0.323308271,1,2,1,1,2,1,0,4,1
spatial4j44,spatial4j,44,"org.locationtech.spatial4j.shape.impl.RectangleImpl.relateYRange(double,double)",1,137,1,1,1,1,137,21,21,137,57,56,0.153284672,0.153284672,0.416058394,0.408759124,1,2,1,1,2,1,0,8,1
spatial4j48,spatial4j,48,org.locationtech.spatial4j.shape.jts.JtsPoint.isEmpty(),1,144,1,1,1,1,144,22,21,144,53,53,0.152777778,0.145833333,0.368055556,0.368055556,1,2,1,1,2,1,0,3,1
spatial4j49,spatial4j,49,org.locationtech.spatial4j.shape.impl.RectangleImpl.getMinX(),1,135,1,1,1,1,135,18,18,135,52,50,0.133333333,0.133333333,0.385185185,0.37037037,1,2,1,1,2,1,0,3,1
spatial4j51,spatial4j,51,org.locationtech.spatial4j.shape.impl.RectangleImpl.getBoundingBox(),1,106,1,1,1,1,106,14,14,106,39,39,0.132075472,0.132075472,0.367924528,0.367924528,1,2,1,1,2,1,0,2,1
spatial4j53,spatial4j,53,org.locationtech.spatial4j.shape.impl.BufferedLineString.hasArea(),1,140,1,1,1,1,140,20,20,140,57,57,0.142857143,0.142857143,0.407142857,0.407142857,1,2,1,1,2,1,0,4,1
spatial4j55,spatial4j,55,org.locationtech.spatial4j.shape.impl.BufferedLine.getBoundingBox(),1,131,1,1,1,1,131,19,19,131,54,54,0.145038168,0.145038168,0.41221374,0.41221374,1,2,1,1,2,1,0,3,1
spatial4j60,spatial4j,60,org.locationtech.spatial4j.context.SpatialContextFactory.makeBinaryCodec(SpatialContext),1,130,1,1,1,1,130,14,12,130,44,41,0.107692308,0.092307692,0.338461538,0.315384615,1,2,1,1,2,1,0,16,1
spatial4j62,spatial4j,62,org.locationtech.spatial4j.shape.impl.InfBufLine.contains(Point),1,111,1,1,1,1,111,15,15,111,42,42,0.135135135,0.135135135,0.378378378,0.378378378,1,2,1,1,2,1,0,13,1
spatial4j63,spatial4j,63,org.locationtech.spatial4j.shape.impl.BufferedLineString.relate(Shape),1,128,1,1,1,1,128,22,22,128,54,54,0.171875,0.171875,0.421875,0.421875,1,2,1,1,2,1,0,5,1
spatial4j64,spatial4j,64,org.locationtech.spatial4j.shape.impl.BufferedLine.isEmpty(),1,131,1,1,1,1,131,22,21,131,49,48,0.167938931,0.160305344,0.374045802,0.366412214,1,2,1,1,2,1,0,4,1
spatial4j65,spatial4j,65,"org.locationtech.spatial4j.context.SpatialContext.makeRectangle(double,double,double,double)",1,147,1,1,1,1,147,12,12,147,52,52,0.081632653,0.081632653,0.353741497,0.353741497,1,2,1,1,2,1,0,8,1
spatial4j69,spatial4j,69,org.locationtech.spatial4j.shape.impl.RectangleImpl.getMaxX(),1,121,1,1,1,1,121,13,13,121,46,42,0.107438017,0.107438017,0.380165289,0.347107438,1,2,1,1,2,1,0,3,1
spatial4j70,spatial4j,70,org.locationtech.spatial4j.shape.impl.ShapeFactoryImpl.lineString(),1,114,1,1,1,1,114,13,13,114,27,27,0.114035088,0.114035088,0.236842105,0.236842105,1,15,1,1,15,1,0,5,1
spatial4j74,spatial4j,74,org.locationtech.spatial4j.shape.ShapeCollection.size(),1,131,1,1,1,1,131,21,21,131,46,46,0.160305344,0.160305344,0.351145038,0.351145038,1,2,1,1,2,1,0,4,1
druid106,druid,106,"com.alibaba.druid.wall.WallUtils.isValidateMySql(String,WallConfig)",2,9.5,1.333333333,0.667,1,0.5,19,0,0,19,5,4,0,0,0.263157895,0.210526316,1,3,1,0.5,1.5,0.5,0,9,1
druid142,druid,142,com.alibaba.druid.filter.FilterChainImpl.nextFilter(),2,10,1,0.5,1,0.5,20,2,2,20,5,5,0.1,0.1,0.25,0.25,1,2,1,0.5,1,0.5,0,12,1
druid152,druid,152,"com.alibaba.druid.wall.WallUtils.isValidateOracle(String,WallConfig)",2,7.5,1.333333333,0.667,1,0.5,15,2,2,15,2,2,0.133333333,0.133333333,0.133333333,0.133333333,1,3,1,0.5,1.5,0.5,0,9,1
druid178,druid,178,com.alibaba.druid.wall.WallUtils.isValidateOracle(String),2,11,1.5,0.75,1.5,0.75,22,1,1,22,7,6,0.045454545,0.045454545,0.318181818,0.272727273,1,3,1,0.5,1.5,0.5,0,8,1
