CompositeKey,Project,MethodIndex,MethodName,MethodLength,EditDensity,AveUseDefDist,AveUseDefDist/MethodLength,MedDefUseDist,MedUseDefDist/MethodLength,CountLine,CompiledLine,PassedLine,CountStat,CompiledStat,PassedStat,PropLineCompiled,PropLinePassed,PropStatCompiled,PropStatPassed,cyclomatic,ncss,npath,cyc/length,ncss/length,npath/length,InstCoverage-missed,InstCoverage-covered,InstCoverage
mybatis-3175,mybatis-3,175,org.apache.ibatis.builder.BaseBuilder.resolveClass(String),7,5.142857143,2.833333333,0.405,2.5,0.357142857,36,4,3,36,10,9,0.111111111,0.083333333,0.277777778,0.25,3,6,9,0.428571429,0.857142857,1.285714286,0,22,1
mybatis-3176,mybatis-3,176,org.apache.ibatis.cache.decorators.SerializedCache.deserialize(byte[]),7,3.285714286,2.4,0.343,2.5,0.357142857,23,4,4,23,6,6,0.173913043,0.173913043,0.260869565,0.260869565,2,9,2,0.285714286,1.285714286,0.285714286,14,19,0.575757576
mybatis-3200,mybatis-3,200,"org.apache.ibatis.builder.ParameterExpression.skipUntil(String,int,String)",7,4.428571429,2.375,0.339,1.5,0.214285714,31,4,4,31,12,8,0.129032258,0.129032258,0.387096774,0.258064516,3,6,3,0.428571429,0.857142857,0.428571429,0,22,1
mybatis-3210,mybatis-3,210,"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.applyResultMap(String,Class<?>,Arg[],Result[],TypeDiscriminator)",7,4.428571429,4.142857143,0.592,4,0.571428571,31,7,6,31,16,15,0.225806452,0.193548387,0.516129032,0.483870968,1,7,-1,0.142857143,1,-0.142857143,0,36,1
mybatis-3211,mybatis-3,211,"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.shouldApplyAutomaticMappings(ResultMap,boolean)",7,4.142857143,3.8,0.543,4,0.571428571,29,1,1,29,9,7,0.034482759,0.034482759,0.310344828,0.24137931,3,8,3,0.428571429,1.142857143,0.428571429,0,27,1
mybatis-3212,mybatis-3,212,org.apache.ibatis.session.defaults.DefaultSqlSession.close(),7,2.857142857,1.8,0.257,2,0.285714286,20,7,7,20,11,11,0.35,0.35,0.55,0.55,1,6,1,0.142857143,0.857142857,0.142857143,0,15,1
mybatis-3235,mybatis-3,235,"org.apache.ibatis.builder.xml.XMLIncludeTransformer.findSqlFragment(String,Properties)",7,4.714285714,1.9,0.271,1,0.142857143,33,9,9,33,15,15,0.272727273,0.272727273,0.454545455,0.454545455,2,7,3,0.285714286,1,0.428571429,0,38,1
mybatis-3236,mybatis-3,236,org.apache.ibatis.executor.statement.PreparedStatementHandler.update(Statement),7,4.571428571,3.363636364,0.481,4,0.571428571,32,4,4,32,12,10,0.125,0.125,0.375,0.3125,1,8,1,0.142857143,1.142857143,0.142857143,0,27,1
mybatis-3247,mybatis-3,247,"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.skipRows(ResultSet,RowBounds)",7,4.571428571,3.666666667,0.524,3,0.428571429,32,6,4,32,20,18,0.1875,0.125,0.625,0.5625,4,7,4,0.571428571,1,0.571428571,9,16,0.64
mybatis-3292,mybatis-3,292,"org.apache.ibatis.binding.MapperProxy.invoke(Object,Method,Object[])",7,4.285714286,3,0.429,4,0.571428571,30,8,8,30,19,18,0.266666667,0.266666667,0.633333333,0.6,4,10,5,0.571428571,1.428571429,0.714285714,4,31,0.885714286
mybatis-3300,mybatis-3,300,org.apache.ibatis.builder.BaseBuilder.resolveResultSetType(String),7,4.142857143,2.4,0.343,1,0.142857143,29,1,0,29,13,8,0.034482759,0,0.448275862,0.275862069,3,6,9,0.428571429,0.857142857,1.285714286,0,21,1
mybatis-396,mybatis-3,96,"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.handleRowValuesForSimpleResultMap(ResultSetWrapper,ResultMap,ResultHandler<?>,RowBounds,ResultMapping)",7,3.285714286,3.952380952,0.565,4,0.571428571,23,1,0,23,9,6,0.043478261,0,0.391304348,0.260869565,3,7,3,0.428571429,1,0.428571429,0,40,1
opennlp113,opennlp,113,opennlp.tools.ngram.NGramModel.getCount(StringList),7,6.571428571,2.5,0.357,1.5,0.214285714,46,10,6,46,10,6,0.217391304,0.130434783,0.217391304,0.130434783,2,5,2,0.285714286,0.714285714,0.285714286,0,13,1
opennlp172,opennlp,172,opennlp.tools.ml.AbstractEventTrainer.train(ObjectStream<Event>),7,7.142857143,3.5,0.5,3,0.428571429,50,3,3,50,14,14,0.06,0.06,0.28,0.28,2,9,2,0.285714286,1.285714286,0.285714286,5,29,0.852941176
opennlp195,opennlp,195,opennlp.tools.ngram.NGramModel.toDictionary(boolean),7,6.714285714,2.8,0.4,3,0.428571429,47,6,6,47,14,13,0.127659574,0.127659574,0.29787234,0.276595745,2,5,2,0.285714286,0.714285714,0.285714286,0,21,1
opennlp196,opennlp,196,opennlp.tools.sentdetect.DefaultEndOfSentenceScanner.getPositions(char[]),7,6.857142857,2.857142857,0.408,3,0.428571429,48,9,7,48,24,9,0.1875,0.145833333,0.5,0.1875,4,9,4,0.571428571,1.285714286,0.571428571,0,45,1
opennlp7,opennlp,7,"opennlp.tools.util.Span.spansToStrings(Span[],CharSequence)",7,6.285714286,2.875,0.411,3,0.428571429,44,5,3,44,11,9,0.113636364,0.068181818,0.25,0.204545455,2,5,2,0.285714286,0.714285714,0.285714286,0,25,1
spark3,spark,3,"spark.embeddedserver.jetty.SocketConnectorFactory.createSocketConnector(Server,String,int)",7,26.28571429,3,0.429,2,0.285714286,184,39,0,184,64,0,0.211956522,0,0.347826087,0,1,7,1,0.142857143,1,0.142857143,0,25,1
spark39,spark,39,"spark.utils.MimeParse.toFloat(String,float)",7,26.57142857,3.8,0.543,4,0.571428571,186,24,16,186,73,44,0.129032258,0.086021505,0.392473118,0.23655914,3,6,12,0.428571429,0.857142857,1.714285714,3,7,0.7
spark46,spark,46,"spark.route.Routes.findTargetsForRequestedRoute(HttpMethod,String)",7,26.71428571,2.857142857,0.408,3,0.428571429,187,27,18,187,71,36,0.144385027,0.096256684,0.379679144,0.192513369,3,6,3,0.428571429,0.857142857,0.428571429,0,27,1
spark7,spark,7,"spark.embeddedserver.jetty.JettyHandler.doHandle(String,Request,HttpServletRequest,HttpServletResponse)",7,24.28571429,3,0.429,2,0.285714286,170,31,0,170,128,0,0.182352941,0,0.752941176,0,2,7,2,0.285714286,1,0.285714286,0,22,1
spatial4j17,spatial4j,17,org.locationtech.spatial4j.shape.impl.RectangleImpl.getCenter(),7,21.85714286,3.545454545,0.506,4,0.571428571,153,17,17,153,45,45,0.111111111,0.111111111,0.294117647,0.294117647,3,8,4,0.428571429,1.142857143,0.571428571,0,43,1
spatial4j72,spatial4j,72,"org.locationtech.spatial4j.shape.ShapeCollection.computeBoundingBox(Collection<?extendsShape>,SpatialContext)",7,18.28571429,2.428571429,0.347,2,0.285714286,128,11,7,128,45,32,0.0859375,0.0546875,0.3515625,0.25,3,7,4,0.428571429,1,0.571428571,0,33,1
druid261,druid,261,com.alibaba.druid.wall.spi.WallVisitorUtils.isInTableSource(SQLObject),8,2.125,3.5,0.438,3.5,0.4375,17,3,3,17,4,4,0.176470588,0.176470588,0.235294118,0.235294118,4,9,6,0.5,1.125,0.75,0,14,1
druid309,druid,309,com.alibaba.druid.pool.DruidPooledConnection.afterExecute(),8,2.25,2.857142857,0.357,2,0.25,18,4,4,18,7,7,0.222222222,0.222222222,0.388888889,0.388888889,3,8,3,0.375,1,0.375,0,21,1
druid322,druid,322,com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.println(),8,1.625,5.166666667,0.646,6.5,0.8125,13,3,1,13,9,3,0.230769231,0.076923077,0.692307692,0.230769231,2,7,2,0.25,0.875,0.25,0,19,1
druid333,druid,333,com.alibaba.druid.sql.parser.Lexer.identifierEquals(String),8,1.5,5.75,0.719,6,0.75,12,6,4,12,7,6,0.5,0.333333333,0.583333333,0.5,3,6,4,0.375,0.75,0.5,8,14,0.636363636
druid424,druid,424,"com.alibaba.druid.sql.parser.SQLExprParser.orderBy(List<SQLSelectOrderByItem>,SQLObject)",8,1.75,3.5,0.438,2.5,0.3125,14,4,4,14,11,9,0.285714286,0.285714286,0.785714286,0.642857143,2,9,2,0.25,1.125,0.25,0,30,1
druid472,druid,472,com.alibaba.druid.pool.DruidPooledStatement.checkOpen(),8,2,3,0.375,3,0.375,16,9,8,16,10,10,0.5625,0.5,0.625,0.625,4,9,5,0.5,1.125,0.625,6,20,0.769230769
druid646,druid,646,"com.alibaba.druid.sql.parser.Lexer.config(SQLParserFeature,boolean)",8,2.75,4.230769231,0.529,4,0.5,22,9,6,22,17,16,0.409090909,0.272727273,0.772727273,0.727272727,4,10,4,0.5,1.25,0.5,0,28,1
druid659,druid,659,com.alibaba.druid.proxy.jdbc.PreparedStatementProxyImpl.execute(),8,1.5,4.6,0.575,4.5,0.5625,12,2,1,12,4,4,0.166666667,0.083333333,0.333333333,0.333333333,1,8,1,0.125,1,0.125,0,25,1
druid661,druid,661,com.alibaba.druid.filter.FilterChainImpl.connection_clearWarnings(ConnectionProxy),8,1.875,2.375,0.297,1.5,0.1875,15,0,0,15,5,5,0,0,0.333333333,0.333333333,2,5,2,0.25,0.625,0.25,0,15,1
druid796,druid,796,com.alibaba.druid.sql.parser.Lexer.initBuff(int),8,2,5.4,0.675,6,0.75,16,5,4,16,15,7,0.3125,0.25,0.9375,0.4375,4,9,4,0.5,1.125,0.5,6,24,0.8
druid833,druid,833,com.alibaba.druid.pool.DruidAbstractDataSource.closePreapredStatement(PreparedStatementHolder),8,2,4.8,0.6,5,0.625,16,5,5,16,11,11,0.3125,0.3125,0.6875,0.6875,2,7,2,0.25,0.875,0.25,1,14,0.933333333
druid86,druid,86,com.alibaba.druid.pool.DruidDataSource.createAndStartCreatorThread(),8,2.125,3.142857143,0.393,3,0.375,17,2,2,17,10,9,0.117647059,0.117647059,0.588235294,0.529411765,2,7,2,0.25,0.875,0.25,0,28,1
gson22,gson,22,com.google.gson.internal.JavaVersion.parseDotted(String),8,17.125,2.285714286,0.286,2,0.25,137,6,6,137,36,35,0.04379562,0.04379562,0.262773723,0.255474453,4,9,6,0.5,1.125,0.75,0,26,1
gson24,gson,24,"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.create(Gson,TypeToken<T>)",8,18.625,5.444444444,0.681,7,0.875,149,9,9,149,34,31,0.060402685,0.060402685,0.228187919,0.208053691,2,6,2,0.25,0.75,0.25,2,22,0.916666667
gson44,gson,44,com.google.gson.stream.JsonWriter.beforeName(),8,19.625,3.833333333,0.479,3,0.375,157,47,34,157,89,53,0.299363057,0.21656051,0.566878981,0.337579618,3,9,3,0.375,1.125,0.375,0,25,1
gson53,gson,53,com.google.gson.internal.bind.TreeTypeAdapter.read(JsonReader),8,17.625,4.222222222,0.528,4,0.5,141,23,23,141,37,35,0.163120567,0.163120567,0.262411348,0.24822695,3,7,4,0.375,0.875,0.5,0,26,1
jcodec123,jcodec,123,"org.jcodec.codecs.h264.decode.SliceReader.read16x16AC(boolean,boolean,int,int,int[],int,int,int,int)",8,2.625,4.225806452,0.528,6,0.75,21,1,1,21,8,3,0.047619048,0.047619048,0.380952381,0.142857143,7,7,8,0.875,0.875,1,0,88,1
jcodec130,jcodec,130,"org.jcodec.codecs.h264.decode.MBlockDecoderUtils.collectChromaPredictors(DecoderState,Picture,int)",8,2.25,4.125,0.516,4,0.5,18,3,1,18,9,8,0.166666667,0.055555556,0.5,0.444444444,1,7,-1,0.125,0.875,-0.125,0,81,1
jcodec154,jcodec,154,"org.jcodec.codecs.h264.decode.CAVLCReader.readZeroBitCount(BitReader,String)",8,3.25,3.4,0.425,3,0.375,26,5,2,26,10,8,0.192307692,0.076923077,0.384615385,0.307692308,4,7,6,0.5,0.875,0.75,12,14,0.538461538
jcodec173,jcodec,173,"org.jcodec.codecs.h264.decode.Intra4x4PredictionBuilder.predictVertical(int[],boolean,byte[],int,int,int,byte[])",8,3.375,4.928571429,0.616,5,0.625,27,11,6,27,12,5,0.407407407,0.222222222,0.444444444,0.185185185,2,11,2,0.25,1.375,0.25,0,96,1
jcodec191,jcodec,191,"org.jcodec.codecs.h264.encode.MotionEstimator.sad(byte[],int,byte[],int,int)",8,2.375,3,0.375,3,0.375,19,2,2,19,2,2,0.105263158,0.105263158,0.105263158,0.105263158,3,7,3,0.375,0.875,0.375,0,45,1
jcodec198,jcodec,198,"org.jcodec.codecs.h264.decode.SliceDecoder.decode(MBlock,SliceType,Picture,Frame[][])",8,3.25,4.578947368,0.572,4,0.5,26,7,7,26,21,9,0.269230769,0.269230769,0.807692308,0.346153846,4,11,4,0.5,1.375,0.5,0,34,1
jcodec230,jcodec,230,"org.jcodec.codecs.aac.AACUtils.streamInfoToADTS(ByteBuffer,boolean,int,int)",8,1.75,4.692307692,0.587,5,0.625,14,2,2,14,2,1,0.142857143,0.142857143,0.142857143,0.071428571,2,6,2,0.25,0.75,0.25,1,31,0.96875
jcodec256,jcodec,256,"org.jcodec.api.transcode.filters.ColorTransformFilter.filter(Picture,PixelStore)",8,1.75,3.733333333,0.467,3,0.375,14,2,2,14,7,6,0.142857143,0.142857143,0.5,0.428571429,2,8,2,0.25,1,0.25,0,42,1
jcodec269,jcodec,269,"org.jcodec.codecs.h264.encode.MBDeblocker.deblockBorderChroma(int[],int,byte[],int,byte[],int,int[][],int[][],boolean)",8,2.75,5,0.625,5,0.625,22,1,0,22,6,5,0.045454545,0,0.272727273,0.227272727,7,10,12,0.875,1.25,1.5,0,111,1
jcodec275,jcodec,275,org.jcodec.common.JCodecUtil2.readBER32(ByteBuffer),8,2.875,2.6,0.325,3,0.375,23,5,2,23,6,3,0.217391304,0.086956522,0.260869565,0.130434783,3,8,3,0.375,1,0.375,0,29,1
jcodec28,jcodec,28,"org.jcodec.codecs.h264.decode.MBlockDecoderUtils.collectPredictors(DecoderState,Picture,int)",8,2.375,4.235294118,0.529,4,0.5,19,9,5,19,11,6,0.473684211,0.263157895,0.578947368,0.315789474,1,8,-1,0.125,1,-0.125,0,78,1
jcodec316,jcodec,316,"org.jcodec.codecs.h264.io.CABAC.readMBSkipFlag(MDecoder,SliceType,boolean,boolean,int)",8,2.5,3.571428571,0.446,3,0.375,20,3,1,20,8,6,0.15,0.05,0.4,0.3,6,5,18,0.75,0.625,2.25,0,46,1
jcodec343,jcodec,343,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma22(byte[],int,byte[],int,int,int,int,int,int)",8,2.25,2.708333333,0.339,2,0.25,18,7,6,18,8,8,0.388888889,0.333333333,0.444444444,0.444444444,3,7,3,0.375,0.875,0.375,0,67,1
jcodec345,jcodec,345,"org.jcodec.codecs.png.PNGDecoder.filterAvg3(byte[],byte[],int)",8,2.875,3.64516129,0.456,4,0.5,23,2,1,23,8,3,0.086956522,0.043478261,0.347826087,0.130434783,2,8,2,0.25,1,0.25,0,148,1
jcodec398,jcodec,398,"org.jcodec.codecs.h264.decode.Intra8x8PredictionBuilder.copyAdd(byte[],int,int[],int,int,byte[])",8,1.875,4.5,0.563,4.5,0.5625,15,8,5,15,12,5,0.533333333,0.333333333,0.8,0.333333333,1,9,-1,0.125,1.125,-0.125,0,155,1
jcodec46,jcodec,46,org.jcodec.codecs.common.biari.MDecoder.renormalize(),8,2.875,4.181818182,0.523,4,0.5,23,12,1,23,18,6,0.52173913,0.043478261,0.782608696,0.260869565,3,8,3,0.375,1,0.375,0,35,1
jcodec465,jcodec,465,org.jcodec.containers.mp4.muxer.MP4MuxerTrack.outChunkIfNeeded(int),8,4.5,5.1875,0.648,5.5,0.6875,36,4,4,36,25,25,0.111111111,0.111111111,0.694444444,0.694444444,7,7,6,0.875,0.875,0.75,33,27,0.45
jcodec65,jcodec,65,"org.jcodec.common.IntArrayList.set(int,int)",8,1.625,3.866666667,0.483,3,0.375,13,1,1,13,8,7,0.076923077,0.076923077,0.615384615,0.538461538,1,2,-1,0.125,0.25,-0.125,0,6,1
junit4157,junit4,157,org.junit.runners.ParentRunner.classBlock(RunNotifier),8,2.875,2.416666667,0.302,2,0.25,23,0,0,23,0,0,0,0,0,0,2,8,2,0.25,1,0.25,0,25,1
junit4186,junit4,186,org.junit.runners.BlockJUnit4ClassRunner.collectInitializationErrors(List<Throwable>),8,2.25,4.857142857,0.607,5,0.625,18,0,0,18,0,0,0,0,0,0,1,8,-1,0.125,1,-0.125,0,22,1
junit4222,junit4,222,"junit.framework.Assert.assertEquals(String,String,String)",8,2.125,4.5,0.563,4,0.5,17,2,1,17,11,6,0.117647059,0.058823529,0.647058824,0.352941176,6,7,18,0.75,0.875,2.25,0,25,1
junit4251,junit4,251,junit.framework.JUnit4TestAdapterCache.createTest(Description),8,3.25,3.125,0.391,3,0.375,26,1,1,26,10,9,0.038461538,0.038461538,0.384615385,0.346153846,3,8,3,0.375,1,0.375,0,33,1
junit4291,junit4,291,org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.createTest(),8,3.25,3.8,0.475,4,0.5,26,0,0,26,0,0,0,0,0,0,3,9,3,0.375,1.125,0.375,14,14,0.5
junit4294,junit4,294,"org.junit.runners.model.TestClass.getAnnotatedFieldValues(Object,Class<?extendsAnnotation>,Class<T>)",8,3.375,2.571428571,0.321,2,0.25,27,0,0,27,0,0,0,0,0,0,1,6,1,0.125,0.75,0.125,0,16,1
junit4307,junit4,307,org.junit.runner.JUnitCommandLineParseResult.applyFilterSpecs(Request),8,3.5,2.375,0.297,2,0.25,28,3,3,28,9,9,0.107142857,0.107142857,0.321428571,0.321428571,3,7,5,0.375,0.875,0.625,0,27,1
junit4351,junit4,351,junit.extensions.TestSetup.run(TestResult),8,4.875,5,0.625,7,0.875,39,8,8,39,26,26,0.205128205,0.205128205,0.666666667,0.666666667,1,7,-1,0.125,0.875,-0.125,0,11,1
junit4391,junit4,391,org.junit.experimental.theories.internal.EnumSupplier.getValueSources(ParameterSignature),8,3.375,2.166666667,0.271,1.5,0.1875,27,4,4,27,9,9,0.148148148,0.148148148,0.333333333,0.333333333,2,6,2,0.25,0.75,0.25,0,33,1
junit4403,junit4,403,"org.junit.runners.model.TestClass.getAnnotatedMethodValues(Object,Class<?extendsAnnotation>,Class<T>)",8,3.625,2.571428571,0.321,2,0.25,29,0,0,29,0,0,0,0,0,0,1,6,1,0.125,0.75,0.125,0,16,1
junit4415,junit4,415,junit.framework.JUnit4TestAdapterCache.asTestList(Description),8,2.5,2.875,0.359,2,0.25,20,2,2,20,4,4,0.1,0.1,0.2,0.2,3,8,3,0.375,1,0.375,10,27,0.72972973
junit4511,junit4,511,org.junit.experimental.theories.internal.Assignments.potentialsForNextUnassigned(),8,3.25,2.375,0.297,2,0.25,26,3,3,26,10,10,0.115384615,0.115384615,0.384615385,0.384615385,2,6,2,0.25,0.75,0.25,0,18,1
junit4512,junit4,512,junit.framework.ComparisonCompactor.compactString(String),8,2.875,2.454545455,0.307,2,0.25,23,2,2,23,14,14,0.086956522,0.086956522,0.608695652,0.608695652,3,7,4,0.375,0.875,0.5,0,49,1
junit4513,junit4,513,org.junit.experimental.theories.internal.AllMembersSupplier.getValueSources(ParameterSignature),8,3.375,4.384615385,0.548,4,0.5,27,10,10,27,8,8,0.37037037,0.37037037,0.296296296,0.296296296,1,7,1,0.125,0.875,0.125,0,22,1
mybatis-3153,mybatis-3,153,org.apache.ibatis.logging.LogFactory.tryImplementation(Runnable),8,3.5,3.5,0.438,3.5,0.4375,28,5,4,28,25,19,0.178571429,0.142857143,0.892857143,0.678571429,3,4,3,0.375,0.5,0.375,1,6,0.857142857
mybatis-321,mybatis-3,21,"org.apache.ibatis.builder.xml.XMLMapperBuilder.buildStatementFromContext(List<XNode>,String)",8,3.625,2.555555556,0.319,2,0.25,29,5,5,29,7,6,0.172413793,0.172413793,0.24137931,0.206896552,3,6,3,0.375,0.75,0.375,0,30,1
mybatis-3255,mybatis-3,255,org.apache.ibatis.executor.ErrorContext.reset(),8,3.625,4.142857143,0.518,4,0.5,29,14,14,29,11,11,0.482758621,0.482758621,0.379310345,0.379310345,1,9,1,0.125,1.125,0.125,0,22,1
mybatis-3257,mybatis-3,257,"org.apache.ibatis.binding.MapperRegistry.getMapper(Class<T>,SqlSession)",8,4.625,2.555555556,0.319,1,0.125,37,3,3,37,18,16,0.081081081,0.081081081,0.486486486,0.432432432,3,7,9,0.375,0.875,1.125,28,12,0.3
mybatis-327,mybatis-3,27,"org.apache.ibatis.reflection.TypeParameterResolver.resolveType(Type,Type,Class<?>)",8,3.375,4.076923077,0.51,4,0.5,27,2,2,27,9,6,0.074074074,0.074074074,0.333333333,0.222222222,4,11,4,0.5,1.375,0.5,0,29,1
mybatis-3293,mybatis-3,293,org.apache.ibatis.datasource.unpooled.UnpooledDataSource.configureConnection(Connection),8,3.375,4.545454545,0.568,4,0.5,27,4,4,27,18,14,0.148148148,0.148148148,0.666666667,0.518518519,4,5,6,0.5,0.625,0.75,5,18,0.782608696
mybatis-334,mybatis-3,34,org.apache.ibatis.scripting.xmltags.DynamicSqlSource.getBoundSql(Object),8,3,2.588235294,0.324,2,0.25,24,4,4,24,5,3,0.166666667,0.166666667,0.208333333,0.125,3,10,4,0.375,1.25,0.5,0,59,1
mybatis-369,mybatis-3,69,org.apache.ibatis.scripting.xmltags.XMLScriptBuilder.parseScriptNode(),8,2.875,3.444444444,0.431,3,0.375,23,6,2,23,9,5,0.260869565,0.086956522,0.391304348,0.217391304,2,8,2,0.25,1,0.25,0,29,1
opennlp12,opennlp,12,opennlp.tools.ml.model.FileEventStream.toLine(Event),8,5.5,3,0.375,2,0.25,44,7,2,44,15,6,0.159090909,0.045454545,0.340909091,0.136363636,2,8,2,0.25,1,0.25,0,38,1
opennlp165,opennlp,165,opennlp.tools.util.StringList.equals(Object),8,5.375,3.833333333,0.479,3.5,0.4375,43,1,1,43,15,11,0.023255814,0.023255814,0.348837209,0.255813953,3,11,3,0.375,1.375,0.375,2,21,0.913043478
opennlp34,opennlp,34,"opennlp.tools.namefind.NameFinderEventStream.generateEvents(String[],String[],NameContextGenerator)",8,6,3.384615385,0.423,3,0.375,48,7,4,48,14,11,0.145833333,0.083333333,0.291666667,0.229166667,2,6,2,0.25,0.75,0.25,0,35,1
opennlp99,opennlp,99,"opennlp.tools.tokenize.TokenSample.addToken(StringBuilder,List<Span>,String,boolean)",8,5.75,3.777777778,0.472,3,0.375,46,12,3,46,19,8,0.260869565,0.065217391,0.413043478,0.173913043,2,7,2,0.25,0.875,0.25,0,25,1
spark14,spark,14,spark.utils.SparkUtils.convertRouteToList(String),8,23.5,2.5,0.313,2,0.25,188,21,0,188,65,0,0.111702128,0,0.345744681,0,3,7,3,0.375,0.875,0.375,0,33,1
spark21,spark,21,"spark.Service.exception(Class<T>,ExceptionHandler<?superT>)",8,23.25,4.333333333,0.542,4,0.5,186,25,23,186,88,81,0.134408602,0.123655914,0.47311828,0.435483871,1,6,-1,0.125,0.75,-0.125,0,13,1
spark38,spark,38,"spark.route.Routes.add(HttpMethod,String,String,Object)",8,20,4,0.5,4,0.5,160,59,27,160,65,30,0.36875,0.16875,0.40625,0.1875,1,8,-1,0.125,1,-0.125,0,32,1
spatial4j59,spatial4j,59,"org.locationtech.spatial4j.distance.DistanceUtils.calcBoxByDistFromPt_deltaLonDEG(double,double,double)",8,15.625,2.285714286,0.286,2,0.25,125,4,4,125,34,34,0.032,0.032,0.272,0.272,3,9,4,0.375,1.125,0.5,2,25,0.925925926
druid111,druid,111,com.alibaba.druid.sql.ast.SQLObjectImpl.accept(SQLASTVisitor),9,2.555555556,6.142857143,0.683,7,0.777777778,23,5,3,23,11,7,0.217391304,0.130434783,0.47826087,0.304347826,2,6,2,0.222222222,0.666666667,0.222222222,4,12,0.75
druid279,druid,279,com.alibaba.druid.wall.WallProvider.getBlackSql(String),9,1.666666667,6.25,0.694,7,0.777777778,15,1,1,15,10,9,0.066666667,0.066666667,0.666666667,0.6,2,7,3,0.222222222,0.777777778,0.333333333,0,23,1
druid358,druid,358,"com.alibaba.druid.wall.spi.WallVisitorUtils.getValueFromAttributes(WallVisitor,SQLObject)",9,2.444444444,5.2,0.578,5,0.555555556,22,0,0,22,10,10,0,0,0.454545455,0.454545455,5,6,8,0.555555556,0.666666667,0.888888889,2,19,0.904761905
druid361,druid,361,"com.alibaba.druid.sql.ast.expr.SQLBinaryOpExpr.split(SQLBinaryOpExpr,SQLBinaryOperator)",9,1.777777778,3,0.333,2,0.222222222,16,1,1,16,5,5,0.0625,0.0625,0.3125,0.3125,2,8,2,0.222222222,0.888888889,0.222222222,0,25,1
druid410,druid,410,com.alibaba.druid.proxy.jdbc.PreparedStatementProxyImpl.executeQuery(),9,1.555555556,5.333333333,0.593,5,0.555555556,14,5,5,14,6,6,0.357142857,0.357142857,0.428571429,0.428571429,1,8,1,0.111111111,0.888888889,0.111111111,0,24,1
druid490,druid,490,com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.printTableSource(SQLTableSource),9,2.222222222,4.833333333,0.537,5,0.555555556,20,5,3,20,14,9,0.25,0.15,0.7,0.45,4,12,4,0.444444444,1.333333333,0.444444444,0,34,1
druid526,druid,526,com.alibaba.druid.sql.ast.expr.SQLMethodInvokeExpr.accept0(SQLASTVisitor),9,2.111111111,4.210526316,0.468,4,0.444444444,19,6,6,19,11,11,0.315789474,0.315789474,0.578947368,0.578947368,2,8,2,0.222222222,0.888888889,0.222222222,0,33,1
druid688,druid,688,"com.alibaba.druid.filter.stat.StatFilter.statement_close(FilterChain,StatementProxy)",9,1.333333333,2,0.222,1.5,0.166666667,12,2,2,12,2,2,0.166666667,0.166666667,0.166666667,0.166666667,2,9,2,0.222222222,1,0.222222222,0,25,1
druid745,druid,745,com.alibaba.druid.stat.DruidStatManagerFacade.resetAll(),9,1.888888889,6.25,0.694,7.5,0.833333333,17,7,7,17,10,10,0.411764706,0.411764706,0.588235294,0.588235294,2,8,2,0.222222222,0.888888889,0.222222222,1,16,0.941176471
druid824,druid,824,com.alibaba.druid.pool.DruidAbstractDataSource.setUsername(String),9,2.111111111,5,0.556,5,0.555555556,19,8,8,19,8,8,0.421052632,0.421052632,0.421052632,0.421052632,3,6,4,0.333333333,0.666666667,0.444444444,0,17,1
druid868,druid,868,"com.alibaba.druid.proxy.DruidDriver.connect(String,Properties)",9,1.444444444,4.875,0.542,6,0.666666667,13,1,1,13,4,3,0.076923077,0.076923077,0.307692308,0.230769231,2,6,2,0.222222222,0.666666667,0.222222222,2,17,0.894736842
gson16,gson,16,com.google.gson.Gson.atomicLongAdapter(TypeAdapter<Number>),9,17.55555556,5.666666667,0.63,8,0.888888889,158,14,14,158,49,49,0.088607595,0.088607595,0.310126582,0.310126582,1,7,1,0.111111111,0.777777778,0.111111111,0,6,1
gson3,gson,3,com.google.gson.Gson.newJsonWriter(Writer),9,16.66666667,3.875,0.431,4,0.444444444,150,27,24,150,63,57,0.18,0.16,0.42,0.38,3,8,4,0.333333333,0.888888889,0.444444444,0,23,1
jcodec107,jcodec,107,"org.jcodec.codecs.h264.encode.MBDeblocker.deblockBorder(int[],int,byte[],int,byte[],int,int[][],int[][],boolean)",9,2.666666667,5.197183099,0.577,5,0.555555556,24,1,1,24,9,5,0.041666667,0.041666667,0.375,0.208333333,7,10,12,0.777777778,1.111111111,1.333333333,0,161,1
jcodec129,jcodec,129,org.jcodec.common.io.BitReader.read1Bit(),9,2.777777778,3.666666667,0.407,3,0.333333333,25,8,1,25,15,6,0.32,0.04,0.6,0.24,2,7,2,0.222222222,0.777777778,0.222222222,0,27,1
